country;country_code;year_week;level;region;region_name;new_cases;tests_done;population;testing_rate;positivity_rate;testing_data_source
Austria;AT;2020-W15;national;AT;Austria;1954;12339;8901064;138,6238769;15,83596726;Manual webscraping
Austria;AT;2020-W16;national;AT;Austria;773;58488;8901064;657,0899838;1,321638627;Manual webscraping
Austria;AT;2020-W17;national;AT;Austria;479;33443;8901064;375,7191275;1,432287773;Manual webscraping
Austria;AT;2020-W18;national;AT;Austria;349;26598;8901064;298,8182087;1,312128731;Country website
Austria;AT;2020-W19;national;AT;Austria;249;42153;8901064;473,5725976;0,590705288;Country website
Austria;AT;2020-W20;national;AT;Austria;367;46001;8901064;516,8033844;0,797808743;Country website
Austria;AT;2020-W21;national;AT;Austria;285;39348;8901064;442,0595111;0,724306191;Country website
Austria;AT;2020-W22;national;AT;Austria;203;46677;8901064;524,3979821;0,4349037;Country website
Austria;AT;2020-W23;national;AT;Austria;226;41063;8901064;461,3268706;0,550373816;Country website
Austria;AT;2020-W24;national;AT;Austria;170;35243;8901064;395,941429;0,482365292;Country website
Austria;AT;2020-W25;national;AT;Austria;247;15775;8901064;177,2260035;1,565768621;Country website
Austria;AT;2020-W26;national;AT;Austria;340;61905;8901064;695,4786529;0,549228657;Country website
Austria;AT;2020-W27;national;AT;Austria;644;45284;8901064;508,7481676;1,422135854;Country website
Austria;AT;2020-W28;national;AT;Austria;578;48936;8901064;549,7769705;1,181134543;Country website
Austria;AT;2020-W29;national;AT;Austria;724;51929;8901064;583,4021641;1,394211327;Country website
Austria;AT;2020-W30;national;AT;Austria;915;99229;8901064;1114,799309;0,922109464;Country website
Austria;AT;2020-W31;national;AT;Austria;823;57416;8901064;645,0464798;1,433398356;Country website
Austria;AT;2020-W32;national;AT;Austria;702;56554;8901064;635,3622443;1,241291509;Country website
Austria;AT;2020-W33;national;AT;Austria;1362;56622;8901064;636,1261979;2,405425453;Country website
Austria;AT;2020-W34;national;AT;Austria;1866;76497;8901064;859,4141105;2,439311346;Country website
Austria;AT;2020-W35;national;AT;Austria;1979;77105;8901064;866,2447546;2,56662992;Country website
Austria;AT;2020-W36;national;AT;Austria;1976;83733;8901064;940,7077626;2,359882006;Country website
Austria;AT;2020-W37;national;AT;Austria;4141;86241;8901064;968,8841694;4,801660463;Country website
Austria;AT;2020-W38;national;AT;Austria;5222;102617;8901064;1152,862175;5,088825438;Country website
Austria;AT;2020-W39;national;AT;Austria;4909;110816;8901064;1244,974758;4,429865723;Country website
Austria;AT;2020-W40;national;AT;Austria;5152;130874;8901064;1470,318605;3,936610786;Country website
Austria;AT;2020-W41;national;AT;Austria;7365;124663;8901064;1400,54043;5,907927773;TESSy
Austria;AT;2020-W42;national;AT;Austria;9574;129647;8901064;1456,533736;7,384667597;TESSy
Austria;AT;2020-W43;national;AT;Austria;16979;158997;8901064;1786,269597;10,67881784;TESSy
Austria;AT;2020-W44;national;AT;Austria;28574;167926;8901064;1886,583447;17,0158284;TESSy
Austria;AT;2020-W45;national;AT;Austria;41398;199567;8901064;2242,057803;20,74391057;TESSy
Austria;AT;2020-W46;national;AT;Austria;50986;215044;8901064;2415,935893;23,70956641;TESSy
Austria;AT;2020-W47;national;AT;Austria;42630;207745;8901064;2333,93446;20,52034947;TESSy
Austria;AT;2020-W48;national;AT;Austria;32058;196461;8901064;2207,163099;16,31774245;TESSy
Austria;AT;2020-W49;national;AT;Austria;22794;163770;8901064;1839,892399;13,91830005;TESSy
Austria;AT;2020-W50;national;AT;Austria;19060;162984;8901064;1831,061994;11,69439945;TESSy
Austria;AT;2020-W51;national;AT;Austria;16186;185766;8901064;2087,008924;8,713112195;TESSy
Austria;AT;2020-W52;national;AT;Austria;15164;163961;8901064;1842,03821;9,248540812;TESSy
Austria;AT;2020-W53;national;AT;Austria;13188;127657;8901064;1434,176858;10,33080834;TESSy
Austria;AT;2021-W01;national;AT;Austria;15133;137035;8901064;1539,535049;11,04316416;TESSy
Austria;AT;2021-W02;national;AT;Austria;11406;911735;8901064;10242,98893;1,251021404;TESSy
Austria;AT;2021-W03;national;AT;Austria;10421;1144351;8901064;12856,33942;0,91064717;TESSy
Austria;AT;2021-W04;national;AT;Austria;9451;655713;8901064;7366,681107;1,441331802;TESSy
Austria;AT;2021-W05;national;AT;Austria;10467;960284;8901064;10788,4181;1,089990045;TESSy
Austria;AT;2021-W07;national;AT;Austria;11848;1500910;8901064;16862,14142;0,789387771;TESSy
Austria;AT;2021-W10;national;AT;Austria;18851;1829934;8901064;20558,59839;1,030146442;TESSy
Austria;AT;2020-W50;subnational;AT11;Burgenland;445;3723;293433;1268,773451;11,9527263;TESSy
Austria;AT;2020-W51;subnational;AT11;Burgenland;352;3487;293433;1188,346232;10,09463722;TESSy
Austria;AT;2020-W52;subnational;AT11;Burgenland;294;3334;293433;1136,204858;8,818236353;TESSy
Austria;AT;2020-W53;subnational;AT11;Burgenland;444;3900;293433;1329,093865;11,38461538;TESSy
Austria;AT;2021-W01;subnational;AT11;Burgenland;378;3383;293433;1152,903729;11,17351463;TESSy
Austria;AT;2021-W02;subnational;AT11;Burgenland;323;13416;293433;4572,082895;2,407573047;TESSy
Austria;AT;2021-W03;subnational;AT11;Burgenland;302;74843;293433;25505,99285;0,40351135;TESSy
Austria;AT;2021-W04;subnational;AT11;Burgenland;291;28355;293433;9663,193983;1,026274026;TESSy
Austria;AT;2021-W05;subnational;AT11;Burgenland;301;41235;293433;14052,61167;0,729962411;TESSy
Austria;AT;2021-W07;subnational;AT11;Burgenland;474;73605;293433;25084,09075;0,643977991;TESSy
Austria;AT;2021-W10;subnational;AT11;Burgenland;789;72432;293433;24684,34021;1,089297548;TESSy
Austria;AT;2020-W50;subnational;AT12;Niederosterreich;3206;37411;1677542;2230,108099;8,569672022;TESSy
Austria;AT;2020-W51;subnational;AT12;Niederosterreich;2457;40996;1677542;2443,813627;5,993267636;TESSy
Austria;AT;2020-W52;subnational;AT12;Niederosterreich;2369;35963;1677542;2143,791333;6,587325863;TESSy
Austria;AT;2020-W53;subnational;AT12;Niederosterreich;2849;35297;1677542;2104,090389;8,071507494;TESSy
Austria;AT;2021-W01;subnational;AT12;Niederosterreich;2405;43217;1677542;2576,209716;5,564939723;TESSy
Austria;AT;2021-W02;subnational;AT12;Niederosterreich;2168;97152;1677542;5791,330411;2,231554677;TESSy
Austria;AT;2021-W03;subnational;AT12;Niederosterreich;1704;587473;1677542;35019,86836;0,290055883;TESSy
Austria;AT;2021-W04;subnational;AT12;Niederosterreich;1637;54758;1677542;3264,180569;2,989517513;TESSy
Austria;AT;2021-W05;subnational;AT12;Niederosterreich;1820;258282;1677542;15396,45505;0,704656151;TESSy
Austria;AT;2021-W07;subnational;AT12;Niederosterreich;2827;326192;1677542;19444,63984;0,866667484;TESSy
Austria;AT;2021-W10;subnational;AT12;Niederosterreich;3898;401382;1677542;23926,79289;0,971144695;TESSy
Austria;AT;2020-W50;subnational;AT13;Wien;3737;55241;1897491;2911,265455;6,76490288;TESSy
Austria;AT;2020-W51;subnational;AT13;Wien;2441;68996;1897491;3636,170079;3,537886254;TESSy
Austria;AT;2020-W52;subnational;AT13;Wien;2064;62050;1897491;3270,107737;3,326349718;TESSy
Austria;AT;2020-W53;subnational;AT13;Wien;2476;23023;1897491;1213,339088;10,75446293;TESSy
Austria;AT;2021-W01;subnational;AT13;Wien;2542;29669;1897491;1563,591079;8,567865449;TESSy
Austria;AT;2021-W02;subnational;AT13;Wien;1840;177703;1897491;9365,156409;1,03543553;TESSy
Austria;AT;2021-W03;subnational;AT13;Wien;1721;120179;1897491;6333,574178;1,432030554;TESSy
Austria;AT;2021-W04;subnational;AT13;Wien;1722;145020;1897491;7642,723997;1,187422424;TESSy
Austria;AT;2021-W05;subnational;AT13;Wien;1859;210918;1897491;11115,62584;0,881385183;TESSy
Austria;AT;2021-W07;subnational;AT13;Wien;2604;307974;1897491;16230,59082;0,845525921;TESSy
Austria;AT;2021-W10;subnational;AT13;Wien;5301;340528;1897491;17946,22478;1,556700183;TESSy
Austria;AT;2020-W50;subnational;AT21;Karnten;1782;6296;560939;1122,403684;28,30368488;TESSy
Austria;AT;2020-W51;subnational;AT21;Karnten;1221;7398;560939;1318,859983;16,50446067;TESSy
Austria;AT;2020-W52;subnational;AT21;Karnten;940;3032;560939;540,5222315;31,00263852;TESSy
Austria;AT;2020-W53;subnational;AT21;Karnten;1011;4305;560939;767,4631288;23,48432056;TESSy
Austria;AT;2021-W01;subnational;AT21;Karnten;1022;5167;560939;921,1340271;19,77936907;TESSy
Austria;AT;2021-W02;subnational;AT21;Karnten;667;116825;560939;20826,68525;0,570939439;TESSy
Austria;AT;2021-W03;subnational;AT21;Karnten;624;129582;560939;23100,90759;0,481548363;TESSy
Austria;AT;2021-W04;subnational;AT21;Karnten;2035;24345;560939;4340,044105;8,359005956;TESSy
Austria;AT;2021-W05;subnational;AT21;Karnten;739;30233;560939;5389,712607;2,44434889;TESSy
Austria;AT;2021-W07;subnational;AT21;Karnten;840;59246;560939;10561,93276;1,417817237;TESSy
Austria;AT;2021-W10;subnational;AT21;Karnten;1076;71611;560939;12766,27227;1,502562455;TESSy
Austria;AT;2020-W50;subnational;AT22;Steiermark;3016;14749;1243052;1186,515126;20,44884399;TESSy
Austria;AT;2020-W51;subnational;AT22;Steiermark;2002;16773;1243052;1349,340172;11,93584928;TESSy
Austria;AT;2020-W52;subnational;AT22;Steiermark;1554;12196;1243052;981,1335326;12,74188258;TESSy
Austria;AT;2020-W53;subnational;AT22;Steiermark;2021;12150;1243052;977,4329634;16,63374486;TESSy
Austria;AT;2021-W01;subnational;AT22;Steiermark;1704;13860;1243052;1114,997603;12,29437229;TESSy
Austria;AT;2021-W02;subnational;AT22;Steiermark;1316;48791;1243052;3925,097261;2,697218749;TESSy
Austria;AT;2021-W03;subnational;AT22;Steiermark;1202;71806;1243052;5776,58859;1,673954823;TESSy
Austria;AT;2021-W04;subnational;AT22;Steiermark;1796;91125;1243052;7330,747225;1,970919067;TESSy
Austria;AT;2021-W05;subnational;AT22;Steiermark;1421;108180;1243052;8702,773496;1,313551488;TESSy
Austria;AT;2021-W07;subnational;AT22;Steiermark;1910;181835;1243052;14628,10888;1,050402838;TESSy
Austria;AT;2021-W10;subnational;AT22;Steiermark;2205;250949;1243052;20188,13372;0,878664589;TESSy
Austria;AT;2020-W50;subnational;AT31;Oberosterreich;4120;14740;1482095;994,5381369;27,95115332;TESSy
Austria;AT;2020-W51;subnational;AT31;Oberosterreich;2531;13282;1482095;896,1638761;19,05586508;TESSy
Austria;AT;2020-W52;subnational;AT31;Oberosterreich;2192;10991;1482095;741,5853909;19,94359021;TESSy
Austria;AT;2020-W53;subnational;AT31;Oberosterreich;2317;19253;1482095;1299,039535;12,03448813;TESSy
Austria;AT;2021-W01;subnational;AT31;Oberosterreich;2063;12656;1482095;853,9263677;16,3005689;TESSy
Austria;AT;2021-W02;subnational;AT31;Oberosterreich;1411;374652;1482095;25278,54152;0,376616166;TESSy
Austria;AT;2021-W03;subnational;AT31;Oberosterreich;1429;58591;1482095;3953,255358;2,438941134;TESSy
Austria;AT;2021-W04;subnational;AT31;Oberosterreich;2458;167786;1482095;11320,86675;1,46496132;TESSy
Austria;AT;2021-W05;subnational;AT31;Oberosterreich;1254;154864;1482095;10448,99281;0,809742742;TESSy
Austria;AT;2021-W07;subnational;AT31;Oberosterreich;1696;218788;1482095;14762,07666;0,775179626;TESSy
Austria;AT;2021-W10;subnational;AT31;Oberosterreich;2902;297018;1482095;20040,41576;0,977045162;TESSy
Austria;AT;2020-W50;subnational;AT32;Salzburg;1845;8078;555221;1454,916151;22,83981183;TESSy
Austria;AT;2020-W51;subnational;AT32;Salzburg;1149;8851;555221;1594,139991;12,981584;TESSy
Austria;AT;2020-W52;subnational;AT32;Salzburg;1265;6824;555221;1229,06014;18,53751465;TESSy
Austria;AT;2020-W53;subnational;AT32;Salzburg;2008;7127;555221;1283,633004;28,1745475;TESSy
Austria;AT;2021-W01;subnational;AT32;Salzburg;1599;8377;555221;1508,76858;19,08797899;TESSy
Austria;AT;2021-W02;subnational;AT32;Salzburg;1072;19035;555221;3428,364561;5,631731022;TESSy
Austria;AT;2021-W03;subnational;AT32;Salzburg;1114;36141;555221;6509,2999;3,082371821;TESSy
Austria;AT;2021-W04;subnational;AT32;Salzburg;1453;45000;555221;8104,880759;3,228888889;TESSy
Austria;AT;2021-W05;subnational;AT32;Salzburg;848;49963;555221;8998,759053;1,697255969;TESSy
Austria;AT;2021-W07;subnational;AT32;Salzburg;792;82976;555221;14944,67969;0,954492865;TESSy
Austria;AT;2021-W10;subnational;AT32;Salzburg;1513;130003;555221;23414,6403;1,163819296;TESSy
Austria;AT;2020-W50;subnational;AT33;Tirol;1975;12282;754705;1627,390835;16,08044292;TESSy
Austria;AT;2020-W51;subnational;AT33;Tirol;1268;12630;754705;1673,501567;10,03958828;TESSy
Austria;AT;2020-W52;subnational;AT33;Tirol;942;10060;754705;1332,971161;9,363817097;TESSy
Austria;AT;2020-W53;subnational;AT33;Tirol;1658;9390;754705;1244,194752;17,657082;TESSy
Austria;AT;2021-W01;subnational;AT33;Tirol;937;11359;754705;1505,091393;8,248965578;TESSy
Austria;AT;2021-W02;subnational;AT33;Tirol;705;38810;754705;5142,406636;1,816542128;TESSy
Austria;AT;2021-W03;subnational;AT33;Tirol;766;31634;754705;4191,571541;2,42144528;TESSy
Austria;AT;2021-W04;subnational;AT33;Tirol;1187;63896;754705;8466,354403;1,857706273;TESSy
Austria;AT;2021-W05;subnational;AT33;Tirol;701;61323;754705;8125,426491;1,143127375;TESSy
Austria;AT;2021-W07;subnational;AT33;Tirol;654;174041;754705;23060,79859;0,375773525;TESSy
Austria;AT;2021-W10;subnational;AT33;Tirol;1242;178183;754705;23609,6223;0,697036193;TESSy
Austria;AT;2020-W50;subnational;AT34;Vorarlberg;777;10464;394297;2653,837082;7,425458716;TESSy
Austria;AT;2020-W51;subnational;AT34;Vorarlberg;720;13353;394297;3386,533501;5,392046731;TESSy
Austria;AT;2020-W52;subnational;AT34;Vorarlberg;618;19511;394297;4948,300393;3,167444006;TESSy
Austria;AT;2020-W53;subnational;AT34;Vorarlberg;848;13212;394297;3350,773655;6,418407508;TESSy
Austria;AT;2021-W01;subnational;AT34;Vorarlberg;594;9347;394297;2370,548089;6,354980208;TESSy
Austria;AT;2021-W02;subnational;AT34;Vorarlberg;404;25351;394297;6429,417419;1,593625498;TESSy
Austria;AT;2021-W03;subnational;AT34;Vorarlberg;397;34102;394297;8648,810414;1,164154595;TESSy
Austria;AT;2021-W04;subnational;AT34;Vorarlberg;866;35428;394297;8985,105136;2,444394264;TESSy
Austria;AT;2021-W05;subnational;AT34;Vorarlberg;387;45286;394297;11485,25097;0,854568741;TESSy
Austria;AT;2021-W07;subnational;AT34;Vorarlberg;258;76253;394297;19338,97544;0,338347344;TESSy
Austria;AT;2021-W10;subnational;AT34;Vorarlberg;265;87828;394297;22274,57982;0,301726101;TESSy
Belgium;BE;2020-W09;national;BE;Belgium;0;82;11522440;0,711654823;0;Country website
Belgium;BE;2020-W10;national;BE;Belgium;388;4406;11522440;38,23842867;8,8061734;Country website
Belgium;BE;2020-W11;national;BE;Belgium;1348;9924;11522440;86,12759103;13,58323257;Country website
Belgium;BE;2020-W12;national;BE;Belgium;3673;17066;11522440;148,1109904;21,52232509;Country website
Belgium;BE;2020-W13;national;BE;Belgium;8130;27141;11522440;235,5490677;29,95468111;Country website
Belgium;BE;2020-W14;national;BE;Belgium;9694;38426;11522440;333,4883931;25,2277104;Country website
Belgium;BE;2020-W15;national;BE;Belgium;11175;53517;11522440;464,4589167;20,88121531;Country website
Belgium;BE;2020-W16;national;BE;Belgium;7963;65399;11522440;567,5794363;12,17602716;Country website
Belgium;BE;2020-W17;national;BE;Belgium;5703;105901;11522440;919,0848466;5,38521827;Country website
Belgium;BE;2020-W18;national;BE;Belgium;3095;138836;11522440;1204,918403;2,229248898;Country website
Belgium;BE;2020-W19;national;BE;Belgium;3051;146708;11522440;1273,237266;2,079641192;Country website
Belgium;BE;2020-W20;national;BE;Belgium;2071;120385;11522440;1044,787389;1,720313993;Country website
Belgium;BE;2020-W21;national;BE;Belgium;1510;85575;11522440;742,6812377;1,764534034;Country website
Belgium;BE;2020-W22;national;BE;Belgium;1144;87209;11522440;756,8622618;1,311791214;TESSy
Belgium;BE;2020-W23;national;BE;Belgium;847;75991;11522440;659,5044105;1,114605677;TESSy
Belgium;BE;2020-W24;national;BE;Belgium;671;86874;11522440;753,9548915;0,772382991;TESSy
Belgium;BE;2020-W25;national;BE;Belgium;668;88901;11522440;771,5466516;0,751397622;TESSy
Belgium;BE;2020-W26;national;BE;Belgium;607;93868;11522440;814,6538407;0,646652746;TESSy
Belgium;BE;2020-W27;national;BE;Belgium;637;85012;11522440;737,7951198;0,74930598;TESSy
Belgium;BE;2020-W28;national;BE;Belgium;704;77973;11522440;676,7056283;0,902876637;TESSy
Belgium;BE;2020-W29;national;BE;Belgium;1385;86865;11522440;753,876783;1,594428136;TESSy
Belgium;BE;2020-W30;national;BE;Belgium;2489;99622;11522440;864,5911803;2,498444119;TESSy
Belgium;BE;2020-W31;national;BE;Belgium;3759;145338;11522440;1261,347423;2,586384841;TESSy
Belgium;BE;2020-W32;national;BE;Belgium;4340;141302;11522440;1226,32012;3,071435648;TESSy
Belgium;BE;2020-W33;national;BE;Belgium;3751;127215;11522440;1104,063028;2,948551665;TESSy
Belgium;BE;2020-W34;national;BE;Belgium;3453;137022;11522440;1189,175209;2,520033279;TESSy
Belgium;BE;2020-W35;national;BE;Belgium;3121;145319;11522440;1261,182527;2,147688878;TESSy
Belgium;BE;2020-W36;national;BE;Belgium;3655;159252;11522440;1382,103096;2,295104614;TESSy
Belgium;BE;2020-W37;national;BE;Belgium;6158;213854;11522440;1855,978421;2,879534636;TESSy
Belgium;BE;2020-W38;national;BE;Belgium;10108;251200;11522440;2180,0938;4,02388535;TESSy
Belgium;BE;2020-W39;national;BE;Belgium;11274;256649;11522440;2227,38413;4,392769892;TESSy
Belgium;BE;2020-W40;national;BE;Belgium;18884;259284;11522440;2250,252551;7,283133552;TESSy
Belgium;BE;2020-W41;national;BE;Belgium;38831;309616;11522440;2687,069753;12,54166451;TESSy
Belgium;BE;2020-W42;national;BE;Belgium;72200;418567;11522440;3632,624687;17,24932926;TESSy
Belgium;BE;2020-W43;national;BE;Belgium;105333;467257;11522440;4055,191435;22,54284045;TESSy
Belgium;BE;2020-W44;national;BE;Belgium;99549;416375;11522440;3613,600939;23,90849595;TESSy
Belgium;BE;2020-W45;national;BE;Belgium;53994;259546;11522440;2252,526375;20,80324875;TESSy
Belgium;BE;2020-W46;national;BE;Belgium;33962;199500;11522440;1731,404112;17,0235589;TESSy
Belgium;BE;2020-W47;national;BE;Belgium;22306;200292;11522440;1738,277656;11,13674036;TESSy
Belgium;BE;2020-W48;national;BE;Belgium;16255;205086;11522440;1779,883427;7,925943263;TESSy
Belgium;BE;2020-W49;national;BE;Belgium;15276;209927;11522440;1821,897098;7,276815274;TESSy
Belgium;BE;2020-W50;national;BE;Belgium;16798;234165;11522440;2032,251849;7,173574189;TESSy
Belgium;BE;2020-W51;national;BE;Belgium;17684;270716;11522440;2349,467647;6,532306919;TESSy
Belgium;BE;2020-W52;national;BE;Belgium;12586;206608;11522440;1793,092435;6,091729265;TESSy
Belgium;BE;2020-W53;national;BE;Belgium;11395;180686;11522440;1568,122724;6,306520704;TESSy
Belgium;BE;2021-W01;national;BE;Belgium;14749;307453;11522440;2668,297687;4,797155988;TESSy
Belgium;BE;2021-W02;national;BE;Belgium;14074;306172;11522440;2657,18025;4,596762604;TESSy
Belgium;BE;2021-W03;national;BE;Belgium;15324;310898;11522440;2698,195868;4,928947758;TESSy
Belgium;BE;2021-W04;national;BE;Belgium;16879;352940;11522440;3063,066503;4,782399275;TESSy
Belgium;BE;2021-W05;national;BE;Belgium;15253;347061;11522440;3012,044324;4,394904642;TESSy
Belgium;BE;2021-W06;national;BE;Belgium;12817;298450;11522440;2590,163195;4,294521695;TESSy
Belgium;BE;2021-W07;national;BE;Belgium;15545;264614;11522440;2296,510114;5,874594693;TESSy
Belgium;BE;2021-W08;national;BE;Belgium;16782;286575;11522440;2487,103426;5,856058623;TESSy
Belgium;BE;2021-W09;national;BE;Belgium;16561;308046;11522440;2673,444166;5,376145121;TESSy
Belgium;BE;2021-W10;national;BE;Belgium;21281;336570;11522440;2920,9959;6,322904596;TESSy
Bulgaria;BG;2020-W01;national;BG;Bulgaria;0;23370;6951482;336,1873051;0;TESSy
Bulgaria;BG;2020-W24;national;BG;Bulgaria;563;13175;6951482;189,5279309;4,273244782;TESSy
Bulgaria;BG;2020-W25;national;BG;Bulgaria;615;13137;6951482;188,9812849;4,681434117;TESSy
Bulgaria;BG;2020-W26;national;BG;Bulgaria;786;16357;6951482;235,3023427;4,805282142;TESSy
Bulgaria;BG;2020-W27;national;BG;Bulgaria;1049;20082;6951482;288,8880386;5,223583308;TESSy
Bulgaria;BG;2020-W28;national;BG;Bulgaria;1512;22483;6951482;323,427436;6,725081172;TESSy
Bulgaria;BG;2020-W29;national;BG;Bulgaria;1481;28230;6951482;406,1004546;5,246191994;TESSy
Bulgaria;BG;2020-W30;national;BG;Bulgaria;1694;32426;6951482;466,461684;5,2242028;TESSy
Bulgaria;BG;2020-W31;national;BG;Bulgaria;1528;35208;6951482;506,4819272;4,339922745;TESSy
Bulgaria;BG;2020-W32;national;BG;Bulgaria;1441;32536;6951482;468,0440804;4,428940251;TESSy
Bulgaria;BG;2020-W33;national;BG;Bulgaria;969;29994;6951482;431,4763384;3,230646129;TESSy
Bulgaria;BG;2020-W34;national;BG;Bulgaria;922;34968;6951482;503,029426;2,636696408;TESSy
Bulgaria;BG;2020-W35;national;BG;Bulgaria;903;34715;6951482;499,3899143;2,601181046;TESSy
Bulgaria;BG;2020-W36;national;BG;Bulgaria;860;36540;6951482;525,6433089;2,353585112;TESSy
Bulgaria;BG;2020-W37;national;BG;Bulgaria;868;23980;6951482;344,9624123;3,619683069;TESSy
Bulgaria;BG;2020-W38;national;BG;Bulgaria;945;28047;6951482;403,4679224;3,369344315;TESSy
Bulgaria;BG;2020-W39;national;BG;Bulgaria;1192;23428;6951482;337,0216596;5,087928974;TESSy
Bulgaria;BG;2020-W40;national;BG;Bulgaria;1532;26590;6951482;382,508363;5,761564498;TESSy
Bulgaria;BG;2020-W41;national;BG;Bulgaria;2815;30015;6951482;431,7784323;9,378644011;TESSy
Bulgaria;BG;2020-W42;national;BG;Bulgaria;5101;35596;6951482;512,0634708;14,33026183;TESSy
Bulgaria;BG;2020-W43;national;BG;Bulgaria;8386;52193;6951482;750,8183147;16,06728872;TESSy
Bulgaria;BG;2020-W44;national;BG;Bulgaria;16180;62357;6951482;897,0317409;25,94736758;TESSy
Bulgaria;BG;2020-W45;national;BG;Bulgaria;21091;71318;6951482;1025,939505;29,57317928;TESSy
Bulgaria;BG;2020-W46;national;BG;Bulgaria;23091;60623;6951482;872,0874196;38,08950398;TESSy
Bulgaria;BG;2020-W47;national;BG;Bulgaria;23569;58036;6951482;834,8723337;40,61100007;TESSy
Bulgaria;BG;2020-W48;national;BG;Bulgaria;20666;52525;6951482;755,5942747;39,34507377;TESSy
Bulgaria;BG;2020-W49;national;BG;Bulgaria;18935;50922;6951482;732,5344437;37,18432112;TESSy
Bulgaria;BG;2020-W50;national;BG;Bulgaria;18028;47441;6951482;682,4587908;38,00088531;TESSy
Bulgaria;BG;2020-W51;national;BG;Bulgaria;11746;38010;6951482;546,7898788;30,90239411;TESSy
Bulgaria;BG;2020-W52;national;BG;Bulgaria;6521;26986;6951482;388,20499;24,16438153;TESSy
Bulgaria;BG;2020-W53;national;BG;Bulgaria;5335;32509;6951482;467,655674;16,41084008;TESSy
Bulgaria;BG;2021-W01;national;BG;Bulgaria;5460;37300;6951482;536,5762294;14,63806971;TESSy
Bulgaria;BG;2021-W02;national;BG;Bulgaria;3302;47576;6951482;684,4008227;6,940474189;TESSy
Bulgaria;BG;2021-W03;national;BG;Bulgaria;3004;47075;6951482;677,1937265;6,381306426;TESSy
Bulgaria;BG;2021-W04;national;BG;Bulgaria;3931;74094;6951482;1065,873435;5,305422841;TESSy
Bulgaria;BG;2021-W05;national;BG;Bulgaria;4986;63603;6951482;914,9559763;7,839252865;TESSy
Bulgaria;BG;2021-W06;national;BG;Bulgaria;5945;67209;6951482;966,8298069;8,84554152;TESSy
Bulgaria;BG;2021-W07;national;BG;Bulgaria;6987;66017;6951482;949,6823843;10,58363755;TESSy
Bulgaria;BG;2021-W08;national;BG;Bulgaria;10372;76397;6951482;1099,003062;13,57644934;TESSy
Bulgaria;BG;2021-W09;national;BG;Bulgaria;13270;78971;6951482;1136,031137;16,80363678;TESSy
Bulgaria;BG;2021-W10;national;BG;Bulgaria;18249;95963;6951482;1380,468222;19,01670435;TESSy
Croatia;HR;2020-W05;national;HR;Croatia;0;4;4058165;0,098566717;0;TESSy
Croatia;HR;2020-W06;national;HR;Croatia;0;7;4058165;0,172491754;0;TESSy
Croatia;HR;2020-W07;national;HR;Croatia;0;8;4058165;0,197133433;0;TESSy
Croatia;HR;2020-W08;national;HR;Croatia;0;6;4058165;0,147850075;0;TESSy
Croatia;HR;2020-W09;national;HR;Croatia;7;173;4058165;4,263010499;4,046242775;TESSy
Croatia;HR;2020-W10;national;HR;Croatia;5;134;4058165;3,30198501;3,731343284;TESSy
Croatia;HR;2020-W11;national;HR;Croatia;36;511;4058165;12,59189806;7,045009785;TESSy
Croatia;HR;2020-W12;national;HR;Croatia;187;1958;4058165;48,24840784;9,550561798;TESSy
Croatia;HR;2020-W13;national;HR;Croatia;478;4184;4058165;103,1007857;11,42447419;TESSy
Croatia;HR;2020-W14;national;HR;Croatia;469;6399;4058165;157,6821051;7,329270198;TESSy
Croatia;HR;2020-W15;national;HR;Croatia;418;8853;4058165;218,1527858;4,721563312;TESSy
Croatia;HR;2020-W16;national;HR;Croatia;271;9100;4058165;224,2392806;2,978021978;TESSy
Croatia;HR;2020-W17;national;HR;Croatia;159;9566;4058165;235,7223031;1,662136734;TESSy
Croatia;HR;2020-W18;national;HR;Croatia;66;8922;4058165;219,8530617;0,739744452;TESSy
Croatia;HR;2020-W19;national;HR;Croatia;91;10359;4058165;255,2631547;0,878463172;TESSy
Croatia;HR;2020-W20;national;HR;Croatia;39;11033;4058165;271,8716464;0,353485;TESSy
Croatia;HR;2020-W21;national;HR;Croatia;18;9721;4058165;239,5417633;0,185166135;TESSy
Croatia;HR;2020-W22;national;HR;Croatia;2;5364;4058165;132,1779671;0,037285608;TESSy
Croatia;HR;2020-W23;national;HR;Croatia;1;2796;4058165;68,89813499;0,035765379;TESSy
Croatia;HR;2020-W24;national;HR;Croatia;5;2129;4058165;52,46213498;0,234852043;TESSy
Croatia;HR;2020-W25;national;HR;Croatia;65;2908;4058165;71,65800306;2,235213205;TESSy
Croatia;HR;2020-W26;national;HR;Croatia;374;6426;4058165;158,3474304;5,82010582;TESSy
Croatia;HR;2020-W27;national;HR;Croatia;460;9615;4058165;236,9297453;4,784191368;TESSy
Croatia;HR;2020-W28;national;HR;Croatia;571;11925;4058165;293,8520243;4,788259958;TESSy
Croatia;HR;2020-W29;national;HR;Croatia;632;13502;4058165;332,7119523;4,680788031;TESSy
Croatia;HR;2020-W30;national;HR;Croatia;503;13454;4058165;331,5291517;3,738665081;TESSy
Croatia;HR;2020-W31;national;HR;Croatia;403;13215;4058165;325,6397904;3,049564888;TESSy
Croatia;HR;2020-W32;national;HR;Croatia;344;10413;4058165;256,5938053;3,303562854;TESSy
Croatia;HR;2020-W33;national;HR;Croatia;967;13760;4058165;339,0695056;7,027616279;TESSy
